,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
RNA__MUC13,-0.23751982488098947,-0.02259107507944391,-0.044972914512846116,-0.2664834675099448,-0.36678838186579127,-0.15045258889669377,-0.012074803120065892,-0.2861960903952674,-0.16415456619570049,-0.0028242496241231074
RNA__MUC16,-0.274871876580681,-0.05677619540095797,0.2680360920896636,0.13030980123349079,-0.14114955082007377,-0.02907510353142959,0.053389865344081175,-0.11731351873535521,-0.1767685048828503,-0.0006717738828687477
RNA__MUC20P1,-0.1680651110276837,0.25590517977311583,-0.1614110471564901,-0.29054542620762625,0.08378183226607781,0.008965698697350914,0.4910579826862882,0.11978768455065485,-0.5702184560648335,-0.001481629256007226
RNA__MUC21,-0.2662132131213818,0.1371014918480285,-0.4275381404859104,-0.08298649010726053,0.19544246361685608,0.7035258777091127,0.2022452446690067,-0.2053820940876061,0.17353088606895903,-0.0023480628772649214
RNA__MUC5AC,-0.138164597745887,-0.13941611050501623,0.01182117412983147,-0.2979480109499433,-0.3847697605749327,-0.20212845894444997,0.13776632927974966,-0.1865123080049239,0.37018886494307185,-0.003681034750521594
RNA__MUC5B,-0.25803838289786074,-0.1028180584658357,0.062169117362901906,-0.2306751181804261,-0.2488857681323525,0.010440681534445813,-0.022083846542775957,-0.05784709256166093,0.051397182106057156,3.502179463927774e-05
RNA__MUC6,-0.07404096605581882,-0.00422040827476347,-0.06220062555854157,-0.21436411044948125,0.14808741895137992,-0.7590313592229009,0.05742891664859579,0.2726123235326707,-0.027880627382067005,-0.0022624328588381113
RNA__MUL1,-0.07762034364487953,0.05386589264549044,-0.09313867127394074,-0.5332961638121829,-0.04103734928794239,-0.03159856890122424,-0.1445857760139537,0.5586666298672021,0.9795072004980718,-0.006102259273924962
RNA__MUM1L1,-0.05740006759831204,0.06432104872176987,-0.032006076644368484,0.12426037383127607,0.10685882783217784,0.319952917156334,-0.010882770309585033,0.8622468035212922,0.3136277557154634,0.0029510830035754656
RNA__MUT,-0.10444240043217257,0.573507489171289,-0.16865037293160995,0.16642471884357557,0.05770334261538934,-0.22816977892939286,-0.4498142329138446,0.7272674531248233,0.10858235335142466,-0.007548723771402373
RNA__MUTYH,-0.15959505456259254,0.001746451512502998,0.0748989139521624,-1.0485102619664208,0.19430732703752746,-0.09070415525953737,-0.24907717411803837,0.09405848945640323,-0.7926680920991154,-0.00014899701399294184
RNA__MVB12B,0.38527556160519033,0.16292041744172603,-0.19465957830080835,-0.5375933544671165,-0.021317670301566158,0.052526164521232724,0.24116721487000325,0.3176032624162363,0.9426801771334875,-0.0032743011894621043
RNA__MVK,-0.05374361921747498,-0.0010055854321556125,-0.3104368296134035,-0.6501910324888508,0.12502257952353069,-0.10470628605513917,-0.19379482046198218,-0.13694252376221425,0.5473761126683668,0.0006544525208853383
RNA__MX1,-0.16346751774003887,0.1238321200865168,-0.05073293818744083,-0.034112327851017185,0.040512428336566084,0.04707578863993682,-0.24064169999979743,-0.6391971885145098,-0.15475601986329418,-0.0019106910388434072
RNA__MX2,-0.2654691028863275,0.248373334771968,-0.06225205841295947,-0.030570752312975114,0.04761404352452991,0.33829361176897094,0.09299579251409039,-0.6221358443840397,-0.08320708411910392,-0.0033822892199063914
RNA__MXI1,0.05550789011255935,0.2090310401131682,-0.17557766491288507,0.10624961421187513,-0.049514983683451426,-0.009362273503887074,-0.0782121166329692,0.40259138610757905,-0.017165900690927632,0.0018322056538836666
RNA__MXRA5,-0.31084452403963736,0.17787845721835496,0.24958615546261603,0.30744145089249003,-0.22565402525753103,0.22352970235308398,0.5188280100092157,-0.04310810393135227,-0.6870066627977278,0.0015783585077501089
RNA__MYADM,0.3549513311049646,0.15731804141111475,0.22749778308662102,0.10754744108289067,-0.06248365699465681,0.34005681817294,0.5122915154183281,0.34420768763282134,0.9405476518847934,-0.003047249749864015
RNA__MYB,-0.06432702697240616,0.11272775802323845,0.0755231764361397,-0.1977417444432567,-0.0030641072221466517,0.4256705818634678,-0.1626991962405244,0.03823601954859176,0.1832614861986384,-0.005420964259501069
RNA__MYBBP1A,-0.2415468929538088,0.42869005674294447,0.17210309334845275,-0.2518154994818232,0.17672079905718696,-0.047655053610225415,0.06651230279130482,-0.15213343479933383,0.2932869366486476,0.0033305089183785805
RNA__MYBL1,-0.08856318178092278,0.37500394928576125,0.2050706136155842,0.0018599883518481426,-0.014397248297724779,0.044251060615412126,-0.10252766363866944,-0.5844768907159426,-0.6525618562885284,0.00178723724337787
RNA__MYBL2,-0.4460339018847067,-0.007464191767081115,0.44403732611567626,-0.08418827038662612,0.0840548031717245,0.09193275663056491,-0.22623944955648195,-0.13084895284746367,0.08121262459154194,-0.00427242716630492
RNA__MYBPC2,-0.2603036583074577,0.07009879777350747,-0.003170579007092531,-0.05586482812427665,-0.03649398502756902,-0.792577337161844,0.0915400817285021,-0.8047562086200898,0.10701307957727896,0.00041933887008637307
RNA__MYBPH,-0.1994750983398189,0.06736098520249963,0.049017993817516974,-0.03042274069551262,0.488701365275111,0.04041356884405209,0.10412102072855771,-0.15446701109379224,0.5884573639727603,0.0034349966443605997
RNA__MYBPHL,0.08040946621985659,-0.0012301638091644206,-0.5068010121943937,-0.13010817305940472,0.057479580559217855,0.6415208849063393,-0.14116511310536484,-0.40347975326079455,0.35401600865134014,-0.0015952831656043493
RNA__MYC,0.11766055466106994,0.13249538189152896,0.48469658974457325,-0.06400031519964088,-0.09654629358962462,-0.02603225633802761,-0.03461886246880129,-0.03402344694122183,0.8581300034184992,-0.006451206362358911
RNA__MYCBP2,-0.030387915673384874,0.6093304093771267,-0.04964828308204419,0.27270861152269654,-0.13058778170278815,-0.034046962795599565,0.20632384278721105,-0.7014445304139849,-0.22275731860966475,0.004925452020105853
RNA__MYCBPAP,0.07397974391451173,-0.0678215306338597,-0.08389258901634325,-0.6007273013803857,-0.28550433035629474,0.1272653346006054,0.5568173465674501,-0.08449753537908317,0.5617680748203616,-0.003003859856684365
RNA__MYCL,-0.054466718632425526,0.31223260000528613,-0.15628296573605388,-0.5235194846360346,0.09515182325486614,0.5703893825361432,-0.1459573229090203,-0.03145489770058927,0.303165003276703,0.008602241026224656
RNA__MYCN,-0.08858040560764859,0.17601375543034328,-0.08503483483105462,-0.29339459816465513,-0.07849218087091785,0.0861324558518254,-0.09750969430614702,-0.019381570079218112,-0.3244465335974609,0.003950239126716013
RNA__MYD88,-0.028931145703213444,0.40193993488510044,0.18352480160269877,0.1204577828724449,-0.06872039017611518,0.3096119662305484,-0.027563063735879988,-0.5127254258120165,0.9483886921673194,0.016392198500499493
RNA__MYDGF,-0.12232890304154712,-0.044011075427884544,0.23149432059881375,-0.20378897064191948,0.030329317990924278,-0.7269775376680054,-0.2843682965502935,-0.30242095649859635,0.1443407405101733,0.0019980063785322993
RNA__MYEF2,-0.008763044605329838,0.41453987694999683,-0.505730654375924,-0.3386032001978569,-0.03072018695514997,-0.1782842311272304,-0.027406398868939426,-0.014059495570650221,-0.11313790085958231,0.0025706354032497703
RNA__MYEOV,-0.3166238999836589,-0.05435576909587176,0.34548182507369846,0.24641413983307234,0.0022229355672899373,-0.0938479398951571,0.4320362847542223,-0.43875462196960585,-0.3287556340588838,0.0027810006753878126
RNA__MYH11,0.35474530584789343,0.14047632202113527,-0.1369972193252671,-0.2029698615572488,-0.5730896346883005,0.7210453453075061,0.19518428206289756,0.02621564910659738,-0.16189336755673892,0.00040242636361337845
RNA__MYH14,0.1906632085163682,0.11050264826095596,-0.3761481363170536,-0.08898405338045522,0.04329447703727455,-0.5507008850601443,0.3481186497612614,0.2978974486400194,0.5584486042779601,-0.0015451758714295446
RNA__MYH9,0.04414297593878218,0.5617724398224038,0.23851359958423304,0.15855131405371015,-0.1707992437530875,0.45104030800934863,0.46801218192661137,0.3169251977298035,0.42394434407797255,0.007144411545528153
RNA__MYL12A,0.3139325839323246,0.01381888781261706,0.19789690937232915,0.1381230501633528,-0.06814163539869822,-0.34190609561113267,-0.2770346292096569,0.056452701581385774,0.21177906196659702,0.0011996979971762912
RNA__MYL3,0.3264166015807694,-0.05865829221358976,0.20928044733816226,-0.3899945164477682,-0.03243697314787763,0.10540088944403557,0.11171977765578676,0.0007262237785212713,-0.1133672423683566,-0.0033834639907839503
RNA__MYL6B,0.41504046249744025,-0.20498952013915597,0.2840741598519125,-0.21166844200971835,-0.14459660302298247,0.07977137471668266,-0.5065928100290688,0.1588199467415003,0.029117900826686163,0.004483753079276979
RNA__MYL9,0.39675043511923513,-0.16167246600796084,0.3045419863062413,-0.18074701582995803,-0.41619743020151045,0.5928302091086851,0.32168441169474915,0.3781777085639208,0.1308039806866092,0.0011295727539380996
RNA__MYLIP,-0.023450706020526305,0.5063104973382638,-0.1818805590634626,-0.15338014758197446,0.276090697865213,0.011133645922549958,0.15066345533108935,-0.2161029864720031,0.2761907564049823,-0.0006479667895941463
RNA__MYLK-AS1,-0.11782169491042521,0.03954240316334659,0.31306525596208906,-0.5866331357267719,-0.07558303461312532,0.6790004069380153,-0.012812474743100759,-0.0540613209453401,0.031294703468537854,0.003492990909301293
RNA__MYLPF,-0.12296110252141156,-0.010975899905754066,-0.09389933951170101,-0.35030918090733176,-0.01651829323548688,0.36667826237268836,-0.056471254017954435,-0.2466970545509075,-0.16312382862571417,-0.0017547703360924717
RNA__MYMX,-0.027125833419680313,0.047394454549875877,-0.4274105030222809,-0.33855731588394283,0.09505487808858006,0.25038829966146064,0.002597982022041194,0.07224609815639892,-0.042100316236020396,-0.0010470650673099187
RNA__MYNN,-0.03560501291131709,0.6091328769211574,0.18748893854353005,0.22669853574690355,0.17183843712318844,-0.020431280213795318,-0.479650158387172,0.2133485441362303,0.13049494769634276,-0.012977065805078361
RNA__MYO10,0.034880511556386766,0.4973159627738811,-0.1459599922034488,0.13322388379784053,-0.1564766826104268,0.39726750693310164,0.0522319785742447,0.4651262885094683,0.6694517201342166,-0.001921933038065394
RNA__MYO15B,0.29276119359503483,0.22666442433347045,-0.11761497431470529,-0.8963746374426997,0.41729474085113577,-0.015199430678946305,0.8414966506311534,0.12476073261612405,-0.12760672514953045,0.004096398873037247
RNA__MYO16,0.3546895376627536,0.2326888373953582,0.044473217189409615,-0.005069517154060207,-0.11665945964021643,-0.7898936151042565,0.22675075540368703,-0.22870355935087014,-0.022524193359935187,-0.007928477122541093
RNA__MYO18A,-0.09970438414525154,0.35426721091293756,-0.025623323622747596,-0.7768112093136619,0.2536732094199856,0.09837487524588832,0.3279072053752075,-0.6256784094216596,-0.08058484043410814,-0.0018419144122411965
RNA__MYO19,-0.39514090155421094,0.28432175330957615,0.22826599115867752,-0.33585209081242573,0.2609652394988677,0.037625207227788796,-0.03269775737125042,0.1458610695067666,-0.37904835804018017,-0.007867514393537686
RNA__MYO1B,-0.00014906595951301538,0.5382578690747037,-0.0762506807977976,0.3299628050351579,-0.008310910867429574,0.5950876064989964,-0.09183975243693847,0.2885926471499445,0.9820518709305679,0.004013249437503296
RNA__MYO1C,0.4396479542758485,0.06815266399129197,0.09178664621910745,-0.1400014028631368,-0.08652683485021274,0.03844709322378717,0.19997907899339026,0.1660530067183123,0.45450465043859034,0.004798911473878459
RNA__MYO1G,0.031966472212113094,0.011003419919160139,0.034980027104455885,-0.11267554311381495,0.06516619226578359,0.14446574341669002,0.00013201945891053502,-1.6118604142585076,0.4035358185063193,0.005534567587087243
RNA__MYO3B,-0.27744800766007516,0.11386552123140799,0.09731402791474483,0.019920755678012794,0.05446185992686836,0.012260101040844495,0.322469173263465,-0.08079729593326741,-0.6043062643757282,0.005927429748283444
RNA__MYO6,-0.15580141116544122,0.45313707963972033,-0.43364847403472956,-0.11196873188833836,0.2091200071189284,0.29797008072421927,0.05618821894432206,0.19971936582895305,-0.15106982029994184,-0.003838281327575016
RNA__MYO7A,-0.39248390895813673,0.16671753843041257,0.18057370852365232,-0.08759501802042677,-0.15586025282454144,0.0997816851690135,0.21780384320649832,-0.8700588444113303,-0.25515370352548156,-0.0033906887956145623
RNA__MYO7B,0.4395780757300254,0.1474457214036399,0.07720979605667451,-0.4247705724751734,-0.01858733568224465,-0.018284578641337833,0.45502906913568225,-0.33787290325833036,0.4505829413230166,0.004121655714684719
RNA__MYO9B,-0.07671570422842877,0.2717094667776667,0.30349362215783365,-0.44604286305398305,0.19796070299281124,0.23868246208074803,0.43293935209080664,-0.8987476048574737,0.49335931693109214,0.0037741709723452233
RNA__MYOC,0.42210511348360635,0.035314570927905665,-0.11674602275379282,-0.25192713290025925,-0.013837588955511928,0.09579889260678559,0.082079196923926,0.2530149953476618,0.28037647883184885,0.006545435868116792
RNA__MYOCD,0.315057765164633,0.11334752931036675,-0.22463165077420685,-0.06821742427077167,-0.28592281742252545,0.6789926226392641,0.4692110058766495,0.07450456416027634,-0.19442489618164613,-0.0015100372309813427
RNA__MYOF,-0.21994985195144617,0.4458124355753658,0.03490240728443417,0.45424457279654046,-0.19673146018328364,-0.030852664992820328,0.11618471014999746,-0.158032437475977,0.28203476121495813,0.0009855083161739264
RNA__MYOM2,0.3127733490098157,0.001186336045252442,-0.07145578903665376,-0.24942070185702125,-0.206855357647094,-0.017123353136243566,0.26145548894873466,-0.04383765896526007,0.34761022378677375,0.0010363812387884322
RNA__MYORG,-0.07674716405344296,0.3045507880946083,-0.10454992311266775,0.06744316785870758,-0.13079170494040743,-0.28517692426264857,-0.021892243241006235,-0.09838831092254442,0.5956378842104812,-0.0036749557112095575
RNA__MYOSLID,-0.3146592398604715,0.13609066641947612,0.21289527392093513,0.256148147299458,-0.16384368191549345,0.3041118687108362,-0.18147407674893473,-0.4521634003524949,0.13857041872192766,0.0031233560762221574
RNA__MYOZ1,0.3064201624071165,0.031415019494245425,-0.4138054544456646,-0.2953064624584636,0.018117180617960894,0.7877647027240982,-0.14485115961058467,0.09731280281111584,0.06583952228803283,0.0017367714663113635
RNA__MYRF,0.4069364539513313,0.22495869191248494,-0.07454181061041296,-0.32847619971018427,-0.026235930999924672,0.35152041204473594,0.06664123496237913,0.27849745618015653,0.509302438234745,0.0004203138641911547
RNA__MYRIP,0.20323348645306294,0.25940279576284875,-0.23300167175774084,-0.4342461398783762,0.017073779354872788,-0.4556321814413551,0.4475514892889333,-0.14461552188533247,0.035597580785096054,0.0018614967494529123
RNA__MZB1,-0.24471870461937542,0.0999628813225381,0.15998200923669081,-0.21985935901998693,-0.1560679873706575,-0.5386978433217465,-0.29543018344388405,-1.0585785320300647,-0.9910397493985653,0.0001244864484321392
RNA__MZF1,0.26898747354852115,0.05988440445867571,-0.02993553421565877,-0.981450317976686,0.2332126326405389,-0.3875529611096521,0.6479055659488853,0.024573107817701695,0.2930469677919321,-0.006712080132935107
RNA__MZF1-AS1,0.08212625541899418,0.1421999779338941,0.0675015543211606,-0.38231065846519774,0.06855909366492181,-0.10311203831072685,0.11723699465854094,0.28994575286933966,0.5636430823689754,-0.0004130089468452676
RNA__MZT1,-0.030044995807743974,0.4438107794352521,0.10153974840042956,0.5229364265517751,0.03678323220365465,0.016461408966547676,-0.9354045227198332,0.13018942573693473,-0.8266884109436549,0.0004534423735212282
RNA__MZT2B,0.2609529031480026,-0.29591470248627716,0.12970093961654636,-0.5812280184310092,0.015124268366214284,-0.033370854523600176,-0.8433357165191654,0.12968350794852318,-0.2613224088991315,-0.004848085461444926
RNA__N4BP1,0.36110515283473205,0.30875745845882335,-0.05700335976353872,-0.11606696192021307,-0.04678743323040135,-0.007023602963928715,-0.03126406881021863,-0.3499869632673046,0.6994043504661992,0.0015380608317593018
RNA__N4BP2,-0.1046603593846807,0.49697883310878177,-0.06862379211490996,0.157807958148841,-0.014394517410987951,-0.007689523466731271,0.07686229375512182,-0.28594208488113176,-0.012127935860135499,0.002972304342422045
RNA__N4BP2L1,0.3204539055507973,0.4766757492406362,-0.276938042940768,-0.13775128517049542,-0.14241143709851384,-0.1475934898029698,0.11862869140337533,-0.05985521203782674,-0.8352301626733849,-0.008357635150686918
RNA__N4BP2L2-IT2,0.15520083893407965,0.4389926227554896,0.011274258724884917,-0.40152243469045773,-0.06663553182791697,-0.08952241092671087,0.12903661147583023,0.04299335065914256,-1.0708546000600703,-0.0023453075756830694
